user_id,course_id,timestamp,engagement_score,completion_status,predicted_engagement_score,assessment_score,feedback_score,age,education_level,learning_style,preferred_topics,title,topic,difficulty,content_type,title_ar,topic_ar,difficulty_ar,content_type_ar,learning_style_ar,preferred_topics_ar
U143,C004,2023-06-06,0.9082284887003228,Completed,0.4109606080359033,81,4.76,49,Bachelor,Reading,Music,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,قرائي,الموسيقى
U049,C045,2023-07-21,0.7587153211639207,Completed,0.6478370386082265,80,4.79,52,Bachelor,Auditory,History,Course 45,Data Science,Beginner,Quiz,المقرر 45,علم البيانات,مبتدئ,اختبار قصير,سمعي,التاريخ
U121,C012,2023-05-06,0.5971553059903019,Completed,0.7120719922479305,60,4.83,43,Master,Auditory,Music,Course 12,History,Advanced,Text,المقرر 12,التاريخ,متقدم,نص,سمعي,الموسيقى
U088,C032,2023-11-01,0.6541327370278737,In Progress,0.1784506740983747,72,3.18,41,PhD,Kinesthetic,Math,Course 32,Art,Beginner,Text,المقرر 32,الفن,مبتدئ,نص,حركي,الرياضيات
U196,C032,2023-10-21,0.88912792394001,In Progress,0.0795881473720424,80,3.5,23,Bachelor,Reading,AI,Course 32,Art,Beginner,Text,المقرر 32,الفن,مبتدئ,نص,قرائي,الذكاء الاصطناعي
U140,C028,2023-03-05,0.5788067545119405,Not Started,0.9403970339455442,68,4.68,46,PhD,Kinesthetic,Art,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,حركي,الفن
U187,C013,2023-11-21,0.6323913243283874,Completed,0.2606663825621017,76,3.4,40,Master,Visual,History,Course 13,History,Beginner,Video,المقرر 13,التاريخ,مبتدئ,فيديو,بصري,التاريخ
U037,C031,2023-06-25,0.1564767160036005,In Progress,0.8533464976087238,80,4.0,56,PhD,Visual,History,Course 31,History,Advanced,Text,المقرر 31,التاريخ,متقدم,نص,بصري,التاريخ
U061,C014,2023-04-26,0.4739212201161027,Completed,0.8634914504628183,90,2.8,43,Bachelor,Auditory,History,Course 14,Data Science,Beginner,Text,المقرر 14,علم البيانات,مبتدئ,نص,سمعي,التاريخ
U171,C020,2023-07-23,0.716397111958099,In Progress,0.7725225917625445,81,2.64,59,High School,Kinesthetic,History,Course 20,Art,Beginner,Quiz,المقرر 20,الفن,مبتدئ,اختبار قصير,حركي,التاريخ
U124,C018,2023-11-17,0.2709426983163654,Completed,0.16883360665257,71,3.53,44,PhD,Auditory,AI,Course 18,History,Advanced,Video,المقرر 18,التاريخ,متقدم,فيديو,سمعي,الذكاء الاصطناعي
U198,C029,2023-01-31,0.2022541805245349,In Progress,0.8218014592542003,65,3.95,21,Master,Reading,AI,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,قرائي,الذكاء الاصطناعي
U039,C006,2023-04-23,0.3138268082244155,Not Started,0.7692505592415867,75,3.48,21,Bachelor,Reading,Art,Course 6,Data Science,Beginner,Text,المقرر 6,علم البيانات,مبتدئ,نص,قرائي,الفن
U184,C032,2023-12-31,0.2415006279928334,Not Started,0.5967229901062171,85,3.94,19,High School,Reading,Music,Course 32,Art,Beginner,Text,المقرر 32,الفن,مبتدئ,نص,قرائي,الموسيقى
U063,C029,2023-11-21,0.2149126370363958,Completed,0.3372020351689527,64,3.79,27,PhD,Auditory,Art,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,سمعي,الفن
U046,C043,2023-12-10,0.4248508428680869,In Progress,0.2625086042665441,68,4.21,45,Bachelor,Kinesthetic,Art,Course 43,Data Science,Beginner,Text,المقرر 43,علم البيانات,مبتدئ,نص,حركي,الفن
U088,C002,2023-03-08,0.907838513883534,In Progress,0.1218892120803589,73,4.12,41,PhD,Kinesthetic,Math,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,حركي,الرياضيات
U011,C023,2023-03-16,0.5070596467387183,Completed,0.5097570669008714,89,3.56,41,PhD,Auditory,History,Course 23,Math,Intermediate,Video,المقرر 23,الرياضيات,متوسط,فيديو,سمعي,التاريخ
U062,C019,2023-02-14,0.187920380815323,In Progress,0.5852608755098465,85,3.56,51,High School,Auditory,AI,Course 19,History,Advanced,Quiz,المقرر 19,التاريخ,متقدم,اختبار قصير,سمعي,الذكاء الاصطناعي
U077,C031,2023-09-17,0.076971669380874,Completed,0.3593389905157872,88,2.85,42,Master,Reading,AI,Course 31,History,Advanced,Text,المقرر 31,التاريخ,متقدم,نص,قرائي,الذكاء الاصطناعي
U153,C005,2023-06-03,0.6961561451379252,In Progress,0.4753590676808685,78,3.78,47,High School,Visual,Music,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,بصري,الموسيقى
U199,C019,2023-06-04,0.3827987644363878,Completed,0.3635144573692667,67,3.97,28,PhD,Kinesthetic,Art,Course 19,History,Advanced,Quiz,المقرر 19,التاريخ,متقدم,اختبار قصير,حركي,الفن
U052,C034,2023-12-29,0.8218309465853593,In Progress,0.6410060573207013,86,4.578990283325204,53,Master,Kinesthetic,AI,Course 34,Music,Beginner,Text,المقرر 34,الموسيقى,مبتدئ,نص,حركي,الذكاء الاصطناعي
U004,C010,2023-08-22,0.6595107686407702,Completed,0.9012592077965632,82,3.69,25,High School,Kinesthetic,History,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,حركي,التاريخ
U059,C025,2023-02-20,0.7962414505413685,In Progress,0.1639202620469448,94,3.31,46,PhD,Visual,Music,Course 25,AI,Beginner,Text,المقرر 25,الذكاء الاصطناعي,مبتدئ,نص,بصري,الموسيقى
U072,C002,2023-11-02,0.2719460394184487,Not Started,0.3814088099031234,90,4.3,38,High School,Visual,AI,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,بصري,الذكاء الاصطناعي
U148,C011,2023-09-19,0.6923589224610581,In Progress,0.1408686039508613,94,2.69,59,Master,Visual,Music,Course 11,Data Science,Advanced,Video,المقرر 11,علم البيانات,متقدم,فيديو,بصري,الموسيقى
U093,C050,2023-11-11,0.2640619846937188,Completed,0.624943770407832,91,4.79,52,Master,Visual,History,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,بصري,التاريخ
U063,C031,2023-05-05,0.9390684794502916,Not Started,0.7288705094885958,64,2.55,27,PhD,Auditory,Art,Course 31,History,Advanced,Text,المقرر 31,التاريخ,متقدم,نص,سمعي,الفن
U054,C015,2023-09-02,0.6363742815333744,In Progress,0.931912732597456,75,4.91,21,PhD,Kinesthetic,AI,Course 15,Data Science,Beginner,Text,المقرر 15,علم البيانات,مبتدئ,نص,حركي,الذكاء الاصطناعي
U117,C009,2023-01-30,0.3245118001753421,Not Started,0.2788719262609649,87,2.481965748238057,31,PhD,Auditory,History,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,سمعي,التاريخ
U110,C023,2023-05-02,0.2695118622922726,In Progress,0.9502112058654302,76,3.66,57,PhD,Auditory,Math,Course 23,Math,Intermediate,Video,المقرر 23,الرياضيات,متوسط,فيديو,سمعي,الرياضيات
U074,C019,2023-05-05,0.1909265850716435,Not Started,0.0632626718206748,91,3.53,35,Master,Reading,Art,Course 19,History,Advanced,Quiz,المقرر 19,التاريخ,متقدم,اختبار قصير,قرائي,الفن
U107,C009,2023-02-06,0.6946409588937278,Completed,0.6030138633645882,91,3.14,41,PhD,Visual,Art,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,بصري,الفن
U057,C035,2023-06-19,0.2187156129979273,In Progress,0.0571327193433299,79,2.53,59,High School,Kinesthetic,Data Science,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,حركي,علم البيانات
U169,C021,2023-05-04,0.5953032659274891,In Progress,0.8937741877619448,61,3.19,54,Master,Auditory,Music,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,سمعي,الموسيقى
U003,C009,2023-12-23,0.2646350269253573,Completed,0.5298090570700541,79,2.77,32,PhD,Reading,Math,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,قرائي,الرياضيات
U120,C028,2023-02-04,0.6619689447938686,Not Started,0.6693483507627961,77,4.15,22,PhD,Kinesthetic,Music,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,حركي,الموسيقى
U006,C046,2023-03-28,0.8149397285405392,Completed,0.8315739259104525,60,3.3,56,Bachelor,Kinesthetic,AI,Course 46,Math,Beginner,Text,المقرر 46,الرياضيات,مبتدئ,نص,حركي,الذكاء الاصطناعي
U005,C007,2023-05-14,0.7780252431446532,Completed,0.1503106224839687,88,4.42,38,PhD,Auditory,AI,Course 7,Music,Intermediate,Text,المقرر 7,الموسيقى,متوسط,نص,سمعي,الذكاء الاصطناعي
U005,C016,2023-07-15,0.7608513309307817,Not Started,0.0385915619381338,88,3.02,38,PhD,Auditory,AI,Course 16,History,Intermediate,Quiz,المقرر 16,التاريخ,متوسط,اختبار قصير,سمعي,الذكاء الاصطناعي
U054,C016,2023-10-01,0.187722405692252,Completed,0.8788811459128522,78,4.75,21,PhD,Kinesthetic,AI,Course 16,History,Intermediate,Quiz,المقرر 16,التاريخ,متوسط,اختبار قصير,حركي,الذكاء الاصطناعي
U047,C033,2023-07-20,0.0883849469845187,In Progress,0.3149332274589325,65,3.81,24,Master,Reading,Art,Course 33,Art,Beginner,Text,المقرر 33,الفن,مبتدئ,نص,قرائي,الفن
U177,C004,2023-10-12,0.6989488284873856,In Progress,0.1289789079271652,67,2.79,58,High School,Auditory,Music,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,سمعي,الموسيقى
U009,C004,2023-03-18,0.3683472137943513,In Progress,0.4684612370870865,83,3.5,28,Master,Kinesthetic,Math,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,حركي,الرياضيات
U099,C039,2023-02-28,0.4323462264033473,Completed,0.5983060756960188,79,3.02,45,High School,Visual,Art,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,بصري,الفن
U020,C040,2023-05-06,0.031149092793391,In Progress,0.0309706034225101,73,3.0,55,Master,Kinesthetic,History,Course 40,Art,Intermediate,Quiz,المقرر 40,الفن,متوسط,اختبار قصير,حركي,التاريخ
U122,C017,2023-04-19,0.2595764492750492,In Progress,0.2748956582570877,66,3.9734115822800495,31,Master,Reading,Art,Course 17,Data Science,Beginner,Video,المقرر 17,علم البيانات,مبتدئ,فيديو,قرائي,الفن
U122,C017,2023-04-19,0.2595764492750492,In Progress,0.2748956582570877,86,3.4152123153750136,31,Master,Reading,Art,Course 17,Data Science,Beginner,Video,المقرر 17,علم البيانات,مبتدئ,فيديو,قرائي,الفن
U061,C037,2023-08-12,0.033676403874464,In Progress,0.032799874276896,64,3.77,43,Bachelor,Auditory,History,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,سمعي,التاريخ
U123,C039,2023-10-05,0.8791857726012476,In Progress,0.4203353891954989,93,4.18,56,High School,Auditory,Data Science,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,سمعي,علم البيانات
U163,C029,2023-03-09,0.2433966832185304,In Progress,0.8951000290662443,75,4.78,20,PhD,Reading,Art,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,قرائي,الفن
U178,C036,2023-03-10,0.557337169573008,In Progress,0.9826524114935692,66,3.76,29,Master,Reading,Data Science,Course 36,Art,Intermediate,Text,المقرر 36,الفن,متوسط,نص,قرائي,علم البيانات
U082,C038,2023-06-14,0.0389793206611304,Completed,0.6370475535036275,75,4.91,42,High School,Auditory,Math,Course 38,Data Science,Beginner,Quiz,المقرر 38,علم البيانات,مبتدئ,اختبار قصير,سمعي,الرياضيات
U062,C039,2023-11-01,0.6668473913056581,In Progress,0.1616376937845918,66,4.85,51,High School,Auditory,AI,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,سمعي,الذكاء الاصطناعي
U145,C050,2023-06-11,0.3230273457540938,In Progress,0.9058493899993058,86,4.66,39,Bachelor,Visual,Math,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,بصري,الرياضيات
U003,C037,2023-12-31,0.8979191869576658,Not Started,0.5162478232000605,73,3.75,32,PhD,Reading,Math,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,قرائي,الرياضيات
U160,C035,2023-12-08,0.8881181889340358,Completed,0.1537493121029181,73,2.85,44,PhD,Reading,Data Science,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,قرائي,علم البيانات
U013,C007,2023-11-05,0.3252906183617478,Completed,0.9217266694516614,92,3.04,57,High School,Visual,AI,Course 7,Music,Intermediate,Text,المقرر 7,الموسيقى,متوسط,نص,بصري,الذكاء الاصطناعي
U120,C027,2023-12-09,0.900960895690468,Completed,0.757469050723103,92,4.12,22,PhD,Kinesthetic,Music,Course 27,AI,Beginner,Quiz,المقرر 27,الذكاء الاصطناعي,مبتدئ,اختبار قصير,حركي,الموسيقى
U125,C028,2023-02-11,0.9961576734987788,Completed,0.7317052727231516,79,3.55,26,High School,Reading,Data Science,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,قرائي,علم البيانات
U089,C022,2023-12-20,0.8254156641239481,In Progress,0.7091807037944047,95,2.87,28,Bachelor,Kinesthetic,Data Science,Course 22,History,Advanced,Quiz,المقرر 22,التاريخ,متقدم,اختبار قصير,حركي,علم البيانات
U073,C014,2023-04-19,0.844871347755229,In Progress,0.2003398210964423,66,3.7,33,Master,Visual,Music,Course 14,Data Science,Beginner,Text,المقرر 14,علم البيانات,مبتدئ,نص,بصري,الموسيقى
U068,C007,2023-02-20,0.2490087361090899,Not Started,0.211006691707526,91,2.54,25,PhD,Kinesthetic,AI,Course 7,Music,Intermediate,Text,المقرر 7,الموسيقى,متوسط,نص,حركي,الذكاء الاصطناعي
U142,C037,2023-09-07,0.5767023988577563,Not Started,0.688292998427255,62,4.33,30,Master,Auditory,History,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,سمعي,التاريخ
U101,C022,2023-12-07,0.0672559139673678,Completed,0.2197227501103968,88,2.68,26,PhD,Kinesthetic,Art,Course 22,History,Advanced,Quiz,المقرر 22,التاريخ,متقدم,اختبار قصير,حركي,الفن
U098,C005,2023-01-21,0.0949179368216697,Not Started,0.4386716968030488,83,4.07,58,High School,Kinesthetic,History,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,حركي,التاريخ
U011,C002,2023-10-27,0.9988926120332906,Not Started,0.7820018255939414,81,4.48,41,PhD,Auditory,History,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,سمعي,التاريخ
U105,C027,2023-05-19,0.3266392494259109,Completed,0.783952518097841,65,2.83,50,Bachelor,Kinesthetic,Music,Course 27,AI,Beginner,Quiz,المقرر 27,الذكاء الاصطناعي,مبتدئ,اختبار قصير,حركي,الموسيقى
U184,C021,2023-12-25,0.7481839120488464,Completed,0.4532617725258596,83,3.8,19,High School,Reading,Music,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,قرائي,الموسيقى
U067,C038,2023-11-20,0.8066650530268165,Not Started,0.7921899382752451,82,4.45,32,High School,Auditory,Music,Course 38,Data Science,Beginner,Quiz,المقرر 38,علم البيانات,مبتدئ,اختبار قصير,سمعي,الموسيقى
U123,C015,2023-04-02,0.8580232710072292,In Progress,0.8386217961980568,69,3.15,56,High School,Auditory,Data Science,Course 15,Data Science,Beginner,Text,المقرر 15,علم البيانات,مبتدئ,نص,سمعي,علم البيانات
U029,C021,2023-10-07,0.9976282974021564,Not Started,0.6547757512842602,75,2.91,45,Master,Visual,Art,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,بصري,الفن
U137,C010,2023-05-05,0.2414964852568678,Not Started,0.2284258523084201,55,3.2506216916109696,40,High School,Auditory,History,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,سمعي,التاريخ
U195,C023,2023-04-21,0.0403508268596997,In Progress,0.2740117803855475,70,3.34,49,Master,Visual,AI,Course 23,Math,Intermediate,Video,المقرر 23,الرياضيات,متوسط,فيديو,بصري,الذكاء الاصطناعي
U153,C039,2023-12-20,0.411191517994586,In Progress,0.3148411554087353,91,3.89,47,High School,Visual,Music,Course 39,Math,Beginner,Quiz,المقرر 39,الرياضيات,مبتدئ,اختبار قصير,بصري,الموسيقى
U076,C005,2023-05-19,0.1300806698289469,Completed,0.116804107733952,65,3.94,43,PhD,Reading,Math,Course 5,History,Advanced,Text,المقرر 5,التاريخ,متقدم,نص,قرائي,الرياضيات
U170,C001,2023-09-30,0.0224258891620551,Completed,0.2731596203699451,83,2.83,50,PhD,Visual,AI,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,بصري,الذكاء الاصطناعي
U009,C013,2023-04-09,0.3604268271414861,Not Started,0.2095192243125321,92,3.64,28,Master,Kinesthetic,Math,Course 13,History,Beginner,Video,المقرر 13,التاريخ,مبتدئ,فيديو,حركي,الرياضيات
U040,C021,2023-09-09,0.7837382510752364,In Progress,0.4553287498086021,71,3.17,42,PhD,Auditory,Data Science,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,سمعي,علم البيانات
U025,C026,2023-12-04,0.5661806912250709,Completed,0.9084375478722648,86,4.61,39,Master,Kinesthetic,Data Science,Course 26,AI,Advanced,Text,المقرر 26,الذكاء الاصطناعي,متقدم,نص,حركي,علم البيانات
U005,C050,2023-04-14,0.312777989210354,Not Started,0.104480316753958,77,3.28,38,PhD,Auditory,AI,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,سمعي,الذكاء الاصطناعي
U139,C045,2023-08-02,0.6543420054927197,In Progress,0.7202679239473956,72,4.6,32,Bachelor,Kinesthetic,AI,Course 45,Data Science,Beginner,Quiz,المقرر 45,علم البيانات,مبتدئ,اختبار قصير,حركي,الذكاء الاصطناعي
U187,C021,2023-09-06,0.2320181803088107,Not Started,0.6872830044131277,51,1.0512865980424233,40,Master,Visual,History,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,بصري,التاريخ
U124,C018,2023-06-01,0.014381446072085,Completed,0.0957541986633576,89,3.57,44,PhD,Auditory,AI,Course 18,History,Advanced,Video,المقرر 18,التاريخ,متقدم,فيديو,سمعي,الذكاء الاصطناعي
U038,C037,2023-09-07,0.7643533864364274,Completed,0.9225724049058,72,4.32,35,Master,Reading,Data Science,Course 37,Music,Advanced,Quiz,المقرر 37,الموسيقى,متقدم,اختبار قصير,قرائي,علم البيانات
U072,C045,2023-10-02,0.6237430848640091,In Progress,0.5684722021568196,64,1.2189799290383805,38,High School,Visual,AI,Course 45,Data Science,Beginner,Quiz,المقرر 45,علم البيانات,مبتدئ,اختبار قصير,بصري,الذكاء الاصطناعي
U133,C032,2023-06-14,0.76230262450096,Not Started,0.3637255211356842,93,3.78,49,Bachelor,Kinesthetic,Math,Course 32,Art,Beginner,Text,المقرر 32,الفن,مبتدئ,نص,حركي,الرياضيات
U176,C036,2023-12-07,0.0389380166876656,In Progress,0.7565385834953067,95,4.05,41,Bachelor,Reading,Art,Course 36,Art,Intermediate,Text,المقرر 36,الفن,متوسط,نص,قرائي,الفن
U090,C017,2023-01-08,0.8371196278306522,Completed,0.257365458401634,89,3.49,34,PhD,Reading,Art,Course 17,Data Science,Beginner,Video,المقرر 17,علم البيانات,مبتدئ,فيديو,قرائي,الفن
U146,C035,2023-10-11,0.6195262000363033,Completed,0.6935098370463204,84,4.42,45,High School,Auditory,Art,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,سمعي,الفن
U198,C049,2023-01-05,0.5633953507126401,Not Started,0.0397112075722472,61,3.56,21,Master,Reading,AI,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,قرائي,الذكاء الاصطناعي
U037,C011,2023-05-25,0.6246140481145316,Not Started,0.839408037609272,95,3.64,56,PhD,Visual,History,Course 11,Data Science,Advanced,Video,المقرر 11,علم البيانات,متقدم,فيديو,بصري,التاريخ
U060,C021,2023-04-11,0.8644332468683641,Not Started,0.4481708470213185,77,3.79,35,High School,Auditory,Art,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,سمعي,الفن
U176,C026,2023-06-13,0.5869365065589071,In Progress,0.6366929143579417,64,4.58,41,Bachelor,Reading,Art,Course 26,AI,Advanced,Text,المقرر 26,الذكاء الاصطناعي,متقدم,نص,قرائي,الفن
U028,C004,2023-05-27,0.5809503798881793,Not Started,0.2212378198066836,62,4.047737502972389,59,Master,Reading,Data Science,Course 4,Math,Beginner,Text,المقرر 4,الرياضيات,مبتدئ,نص,قرائي,علم البيانات
U197,C034,2023-03-05,0.9906791570657658,Not Started,0.677073712658448,78,4.15,49,Bachelor,Reading,Music,Course 34,Music,Beginner,Text,المقرر 34,الموسيقى,مبتدئ,نص,قرائي,الموسيقى
U081,C048,2023-04-01,0.756730167068568,Completed,0.7722402758932766,77,3.37,18,PhD,Reading,AI,Course 48,Art,Beginner,Text,المقرر 48,الفن,مبتدئ,نص,قرائي,الذكاء الاصطناعي
U114,C018,2023-04-27,0.4422938054511353,Completed,0.4732131868843987,91,4.18,18,Bachelor,Reading,AI,Course 18,History,Advanced,Video,المقرر 18,التاريخ,متقدم,فيديو,قرائي,الذكاء الاصطناعي
U040,C040,2023-12-20,0.7073970000329277,Not Started,0.6177269240617943,80,4.11,42,PhD,Auditory,Data Science,Course 40,Art,Intermediate,Quiz,المقرر 40,الفن,متوسط,اختبار قصير,سمعي,علم البيانات
U045,C035,2023-09-24,0.3892304716917885,Not Started,0.4563259238223985,69,4.83,37,High School,Kinesthetic,AI,Course 35,Math,Intermediate,Text,المقرر 35,الرياضيات,متوسط,نص,حركي,الذكاء الاصطناعي
U062,C041,2023-11-06,0.228875462483499,Completed,0.8940913692578455,81,4.6,51,High School,Auditory,AI,Course 41,AI,Beginner,Text,المقرر 41,الذكاء الاصطناعي,مبتدئ,نص,سمعي,الذكاء الاصطناعي
U093,C029,2023-06-22,0.5968518768877594,Not Started,0.4978691805143191,72,4.12,52,Master,Visual,History,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,بصري,التاريخ
U115,C029,2023-02-16,0.9281820981139516,In Progress,0.8418087090288189,76,3.35,52,High School,Visual,Data Science,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,بصري,علم البيانات
U186,C038,2023-05-20,0.9291395200154628,In Progress,0.8013520582702486,68,4.45,45,PhD,Reading,Math,Course 38,Data Science,Beginner,Quiz,المقرر 38,علم البيانات,مبتدئ,اختبار قصير,قرائي,الرياضيات
U067,C042,2023-09-03,0.3419052781054903,In Progress,0.4105048213483565,83,3.94,32,High School,Auditory,Music,Course 42,Data Science,Intermediate,Video,المقرر 42,علم البيانات,متوسط,فيديو,سمعي,الموسيقى
U056,C021,2023-05-29,0.527677466221695,Not Started,0.230084491857475,73,4.96,23,PhD,Auditory,History,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,سمعي,التاريخ
U040,C042,2023-09-03,0.2116358985698612,Completed,0.406082132559771,67,3.12,42,PhD,Auditory,Data Science,Course 42,Data Science,Intermediate,Video,المقرر 42,علم البيانات,متوسط,فيديو,سمعي,علم البيانات
U098,C013,2023-01-05,0.9956311094988834,Not Started,0.8262173757752201,78,2.7,58,High School,Kinesthetic,History,Course 13,History,Beginner,Video,المقرر 13,التاريخ,مبتدئ,فيديو,حركي,التاريخ
U040,C049,2023-07-03,0.9811179078679356,Not Started,0.2276325358193923,87,2.67,42,PhD,Auditory,Data Science,Course 49,AI,Beginner,Quiz,المقرر 49,الذكاء الاصطناعي,مبتدئ,اختبار قصير,سمعي,علم البيانات
U091,C041,2023-01-20,0.6495089297074473,Completed,0.5244363458577493,89,4.1,25,PhD,Reading,Art,Course 41,AI,Beginner,Text,المقرر 41,الذكاء الاصطناعي,مبتدئ,نص,قرائي,الفن
U033,C017,2023-02-15,0.8044140596774734,Completed,0.8060967479607475,66,4.85,54,PhD,Visual,Music,Course 17,Data Science,Beginner,Video,المقرر 17,علم البيانات,مبتدئ,فيديو,بصري,الموسيقى
U006,C009,2023-01-12,0.7151001612837,Completed,0.3534774751283788,85,2.5,56,Bachelor,Kinesthetic,AI,Course 9,History,Beginner,Quiz,المقرر 9,التاريخ,مبتدئ,اختبار قصير,حركي,الذكاء الاصطناعي
U147,C041,2023-03-11,0.5931582190394682,In Progress,0.6422096370026974,70,4.31,19,PhD,Visual,History,Course 41,AI,Beginner,Text,المقرر 41,الذكاء الاصطناعي,مبتدئ,نص,بصري,التاريخ
U080,C001,2023-01-17,0.0533479969888976,Not Started,0.2456315740488145,73,4.14,32,Bachelor,Kinesthetic,Art,Course 1,Music,Beginner,Quiz,المقرر 1,الموسيقى,مبتدئ,اختبار قصير,حركي,الفن
U168,C002,2023-05-27,0.454764342552661,Completed,0.1092794453681599,80,4.33,26,Bachelor,Auditory,History,Course 2,Math,Intermediate,Quiz,المقرر 2,الرياضيات,متوسط,اختبار قصير,سمعي,التاريخ
U092,C048,2023-06-03,0.6747863021674105,Not Started,0.7943842250928563,67,3.39,52,Bachelor,Reading,Math,Course 48,Art,Beginner,Text,المقرر 48,الفن,مبتدئ,نص,قرائي,الرياضيات
U097,C029,2023-10-31,0.6775316138836847,In Progress,0.0989686234087068,62,4.55,56,Master,Auditory,Art,Course 29,History,Advanced,Quiz,المقرر 29,التاريخ,متقدم,اختبار قصير,سمعي,الفن
U059,C033,2023-04-18,0.3731226184223836,In Progress,0.2713813950795846,87,2.61,46,PhD,Visual,Music,Course 33,Art,Beginner,Text,المقرر 33,الفن,مبتدئ,نص,بصري,الموسيقى
U059,C010,2023-08-24,0.9416919866580306,Completed,0.8551094219974401,88,4.39,46,PhD,Visual,Music,Course 10,Art,Intermediate,Text,المقرر 10,الفن,متوسط,نص,بصري,الموسيقى
U048,C050,2023-11-04,0.167357032236781,Completed,0.3464692870786672,82,3.17,25,Master,Auditory,AI,Course 50,Music,Intermediate,Video,المقرر 50,الموسيقى,متوسط,فيديو,سمعي,الذكاء الاصطناعي
U169,C040,2023-12-18,0.5003594462155606,Not Started,0.9730453495141612,77,3.69,54,Master,Auditory,Music,Course 40,Art,Intermediate,Quiz,المقرر 40,الفن,متوسط,اختبار قصير,سمعي,الموسيقى
U013,C021,2023-03-11,0.6908839765508228,Completed,0.9797343347738596,94,4.56,57,High School,Visual,AI,Course 21,AI,Beginner,Quiz,المقرر 21,الذكاء الاصطناعي,مبتدئ,اختبار قصير,بصري,الذكاء الاصطناعي
U107,C028,2023-07-02,0.6971358058918092,Not Started,0.2682760204535567,72,3.18,41,PhD,Visual,Art,Course 28,Art,Intermediate,Quiz,المقرر 28,الفن,متوسط,اختبار قصير,بصري,الفن
